subclass,label,Acteur_Social_IEML,Code_IEML,Score_Similarite,Validation_Requise
Q105200214,clerc catholique,relation publique,l.a.-b.a.-f.o.-',0.38,True
Q7361618,Roman Catholic,policier,n.a.-l.a.-f.o.-',0.24,True
Q105200223,clerc chrétien,client,n.a.-d.a.-f.o.-',0.22,True
Q17549077,catholique,relation publique,l.a.-b.a.-f.o.-',0.39,True
Q2259532,clerc,client,n.a.-d.a.-f.o.-',0.27,True
Q105233013,Aumônier militaire chrétien,publicitaire,b.a.-d.a.-f.o.-',0.39,True
Q250867,prêtre catholique,relation publique,l.a.-b.a.-f.o.-',0.32,True
Q350979,zoologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q15253558,militant ou militante,consultant,f.a.-s.a.-f.o.-',0.24,True
Q105273673,aumônier militaire protestant,publicitaire,b.a.-d.a.-f.o.-',0.34,True
Q1423891,ministre du culte,adulte,n.a.-s.a.-f.o.-',0.38,True
Q15839134,écologue,écologiste,l.a.-f.a.-f.o.-',0.53,False
Q185351,juriste,secouriste,f.a.-l.a.-f.o.-',0.55,False
Q189459,ouléma,ouvrier,m.a.-l.a.-f.o.-',0.25,True
Q27214348,inspecteur,inspecteur,d.a.-k.a.-f.o.-',1.0,False
Q47541952,producteur ou productrice artistique,producteur,d.a.-b.a.-f.o.-',0.89,False
Q2047357,fiduciaire,notaire,m.a.-t.a.-f.o.-',0.4,False
Q189290,officier,officier,l.a.-k.a.-f.o.-',1.0,False
Q1930187,journaliste,journaliste,n.a.-b.a.-f.o.-',1.0,False
Q123688705,fashion writer,relation publique,l.a.-b.a.-f.o.-',0.18,True
Q5589126,agent du gouvernement,agent de,d.a.-l.a.-f.o.-',0.78,False
Q17307272,artiste de cirque,archiviste,t.a.-l.a.-f.o.-',0.25,True
Q2914170,artiste de rue,archiviste,t.a.-l.a.-f.o.-',0.29,True
Q83307,ministre,ancêtre,t.a.-m.a.-f.o.-',0.33,True
Q2066131,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q2675537,professeur ou professeure de musique,investisseur,t.a.-d.a.-f.o.-',0.3,True
Q118865,clarinettiste,activiste,b.a.-k.a.-f.o.-',0.33,True
Q15839134,écologue,écologiste,l.a.-f.a.-f.o.-',0.53,False
Q201788,historien ou historienne,ouvrier,m.a.-l.a.-f.o.-',0.18,True
Q2234405,adjudicator,mentor,s.a.-d.a.-f.o.-',0.32,True
Q105425483,arbitre,ancêtre,t.a.-m.a.-f.o.-',0.3,True
Q28640,profession,procureur,b.a.-n.a.-f.o.-',0.24,True
Q4164871,fonction,fonctionnaire,t.a.-k.a.-f.o.-',0.67,False
Q54128,domestique,relation publique,l.a.-b.a.-f.o.-',0.31,True
Q2462658,manager,manager,l.a.-s.a.-f.o.-',1.0,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q6005272,massothérapeute,auteur,b.a.-b.a.-f.o.-',0.15,True
Q2577681,médecin du sport,médecin,n.a.-f.a.-f.o.-',0.85,False
Q1790480,traducteur-interprète,traducteur,t.a.-s.a.-f.o.-',0.94,False
Q105842399,annotator,mentor,s.a.-d.a.-f.o.-',0.26,True
Q1642960,polémiste,activiste,b.a.-k.a.-f.o.-',0.32,True
Q3264451,cardiologue,psychologue,s.a.-f.a.-f.o.-',0.55,False
Q82955,personnalité politique,politicien,s.a.-k.a.-f.o.-',0.51,False
Q154954,personne physique,relation publique,l.a.-b.a.-f.o.-',0.33,True
Q48282,étudiant ou étudiante,étudiant,d.a.-s.a.-f.o.-',0.97,False
Q105467331,étudiant en sciences,étudiant,d.a.-s.a.-f.o.-',0.93,False
Q3330547,chroniqueur,joueur,m.a.-b.a.-f.o.-',0.41,False
Q1930187,journaliste,journaliste,n.a.-b.a.-f.o.-',1.0,False
Q7019111,travailleur social,travailleur social,f.a.-n.a.-f.o.-',1.0,False
Q774306,chirurgien ou chirurgienne,musicien,f.a.-b.a.-f.o.-',0.19,True
Q2854916,oto-rhino-laryngologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q121579936,regional archivist,archiviste,t.a.-l.a.-f.o.-',0.84,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q47064,militaire,publicitaire,b.a.-d.a.-f.o.-',0.47,False
Q2095549,aviateur ou aviatrice,médiateur,m.a.-s.a.-f.o.-',0.45,False
Q901,scientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q188094,économiste,écologiste,l.a.-f.a.-f.o.-',0.48,False
Q1238570,politologue,psychologue,s.a.-f.a.-f.o.-',0.46,False
Q1651044,mise en forme d'un matériau,informaticien,s.a.-t.a.-f.o.-',0.26,True
Q1408288,procédé de fabrication,relation publique,l.a.-b.a.-f.o.-',0.31,True
Q901,scientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q1650915,chercheur ou chercheuse,archiviste,t.a.-l.a.-f.o.-',0.17,True
Q1622272,professeur ou professeure d'université,investisseur,t.a.-d.a.-f.o.-',0.36,True
Q5716684,danseur ou danseuse,précurseur,s.a.-n.a.-f.o.-',0.19,True
Q486839,parlementaire,notaire,m.a.-t.a.-f.o.-',0.44,False
Q4175034,législateur ou législatrice,législateur,t.a.-n.a.-f.o.-',0.96,False
Q4201895,fonds de placement,fondateur,t.a.-t.a.-f.o.-',0.38,True
Q2125610,cycliste,journaliste,n.a.-b.a.-f.o.-',0.46,False
Q2066131,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q15283040,évêque orthodoxe,relation publique,l.a.-b.a.-f.o.-',0.23,True
Q18246606,éparque,relation publique,l.a.-b.a.-f.o.-',0.21,True
Q4504549,religieux,relation publique,l.a.-b.a.-f.o.-',0.24,True
Q326653,comptable,comptable,b.a.-t.a.-f.o.-',1.0,False
Q108290311,cadre de direction dans l'éducation,relation publique,l.a.-b.a.-f.o.-',0.36,True
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q21281706,administrateur académique,relation publique,l.a.-b.a.-f.o.-',0.26,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q1234713,théologien ou théologienne,écologiste,l.a.-f.a.-f.o.-',0.44,False
Q183888,développeur ou développeuse,défendeur,l.a.-n.a.-f.o.-',0.24,True
Q380075,défenseur,défendeur,l.a.-n.a.-f.o.-',0.55,False
Q81729632,musicien ou musicienne de musique classique,musicien,f.a.-b.a.-f.o.-',0.84,False
Q12794619,propriétaire de biens,secrétaire,k.a.-t.a.-f.o.-',0.46,False
Q71049101,bohémiste,activiste,b.a.-k.a.-f.o.-',0.42,False
Q2248623,étudiant,étudiant,d.a.-s.a.-f.o.-',1.0,False
Q1371378,ethnologue,psychologue,s.a.-f.a.-f.o.-',0.62,False
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q9352089,espion ou espionne,fonctionnaire,t.a.-k.a.-f.o.-',0.19,True
Q17276189,atmospheric scientist,client,n.a.-d.a.-f.o.-',0.25,True
Q593644,chimiste,archiviste,t.a.-l.a.-f.o.-',0.43,False
Q106313281,commentateur,spectateur,k.a.-b.a.-f.o.-',0.4,False
Q1638918,ordinaire,partenaire,m.a.-d.a.-f.o.-',0.5,False
Q1190552,archiprêtre,archiviste,t.a.-l.a.-f.o.-',0.49,False
Q3054575,enquêteur de droit privé,agent de,d.a.-l.a.-f.o.-',0.3,True
Q842782,détective,activiste,b.a.-k.a.-f.o.-',0.26,True
Q11500768,auteur ou autrice culinaire,auteur,b.a.-b.a.-f.o.-',0.77,False
Q15462162,historien ou historienne du culturel,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.19,True
Q1184268,délinquant,enfant,d.a.-m.a.-f.o.-',0.22,True
Q29881694,thérapeute alternatif,adulte,n.a.-s.a.-f.o.-',0.16,True
Q2588761,travailleur qualifié ou travailleuse qualifiée,travailleur social,f.a.-n.a.-f.o.-',0.78,False
Q3071477,fidèle,bénévole,m.a.-n.a.-f.o.-',0.2,True
Q111252415,groupe religieux,relation publique,l.a.-b.a.-f.o.-',0.24,True
Q99521706,théiste,activiste,b.a.-k.a.-f.o.-',0.42,False
Q215627,personne,fonctionnaire,t.a.-k.a.-f.o.-',0.18,True
Q10501673,förtroendeman,vendeur,k.a.-d.a.-f.o.-',0.37,True
Q877944,lay judge,juré,k.a.-n.a.-f.o.-',0.33,True
Q7621877,stratège,traducteur,t.a.-s.a.-f.o.-',0.2,True
Q49757,poète ou poétesse,policier,n.a.-l.a.-f.o.-',0.16,True
Q83307,ministre,ancêtre,t.a.-m.a.-f.o.-',0.33,True
Q12737077,activité,activiste,b.a.-k.a.-f.o.-',0.74,False
Q16144978,Bandit,banquier,d.a.-t.a.-f.o.-',0.3,True
Q664283,vitrier,ouvrier,m.a.-l.a.-f.o.-',0.5,False
Q2106711,constructeur naval,traducteur,t.a.-s.a.-f.o.-',0.35,True
Q108290772,manufacturing labourers not elsewhere classified,notaire,m.a.-t.a.-f.o.-',0.24,True
Q1281618,sculpteur ou sculptrice,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.25,True
Q1607826,éditeur ou éditrice,éditeur,t.a.-b.a.-f.o.-',0.93,False
Q638608,développement de logiciel,agent de,d.a.-l.a.-f.o.-',0.35,True
Q482980,auteur ou autrice,auteur,b.a.-b.a.-f.o.-',0.92,False
Q7016454,artiste des nouveaux médias,médiateur,m.a.-s.a.-f.o.-',0.44,False
Q11079476,artiste numérique,archiviste,t.a.-l.a.-f.o.-',0.26,True
Q11079476,artiste numérique,archiviste,t.a.-l.a.-f.o.-',0.26,True
Q214339,rôle social,travailleur social,f.a.-n.a.-f.o.-',0.56,False
Q106804044,rich,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q20748648,conseiller municipal,consultant,f.a.-s.a.-f.o.-',0.28,True
Q18216771,artiste vidéo,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q18074503,artiste d'installations,relation publique,l.a.-b.a.-f.o.-',0.31,True
Q5133860,clinicien ou clinicienne,technicien,f.a.-d.a.-f.o.-',0.47,False
Q2114605,pharmacologue,pharmacien,t.a.-f.a.-f.o.-',0.56,False
Q674426,conservateur ou conservatrice de musée,consultant,f.a.-s.a.-f.o.-',0.36,True
Q446966,conservateur-restaurateur ou conservatrice-restauratrice,consultant,f.a.-s.a.-f.o.-',0.34,True
Q12774499,naturaliste préparateur,journaliste,n.a.-b.a.-f.o.-',0.45,False
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q1072363,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q5467169,ressources humaines,relation publique,l.a.-b.a.-f.o.-',0.12,True
Q201788,historien ou historienne,ouvrier,m.a.-l.a.-f.o.-',0.18,True
Q1709010,ingénieur logiciel,écologiste,l.a.-f.a.-f.o.-',0.23,True
Q26262117,acteur de film muet,acteur,s.a.-b.a.-f.o.-',0.82,False
Q28107590,artiste de concept,archiviste,t.a.-l.a.-f.o.-',0.25,True
Q4991371,soldat,avocat,n.a.-t.a.-f.o.-',0.16,True
Q2248623,étudiant,étudiant,d.a.-s.a.-f.o.-',1.0,False
Q30002353,professeur de langues,investisseur,t.a.-d.a.-f.o.-',0.33,True
Q12737077,activité,activiste,b.a.-k.a.-f.o.-',0.74,False
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q1072363,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q1569495,chargé ou chargée de cours,agent de,d.a.-l.a.-f.o.-',0.2,True
Q5322166,designer,agent de,d.a.-l.a.-f.o.-',0.18,True
Q1413170,relieur ou relieuse,relation publique,l.a.-b.a.-f.o.-',0.23,True
Q49757,poète ou poétesse,policier,n.a.-l.a.-f.o.-',0.16,True
Q1639825,forgeron ou forgeronne,manager,l.a.-s.a.-f.o.-',0.13,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q11499147,militant ou militante politique,politicien,s.a.-k.a.-f.o.-',0.38,True
Q39631,médecin,médecin,n.a.-f.a.-f.o.-',1.0,False
Q1930187,journaliste,journaliste,n.a.-b.a.-f.o.-',1.0,False
Q635734,archiviste,archiviste,t.a.-l.a.-f.o.-',1.0,False
Q82594,informaticien ou informaticienne,informaticien,s.a.-t.a.-f.o.-',0.99,False
Q599151,haut fonctionnaire ou haute fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',0.97,False
Q61021680,embetsperson,inspecteur,d.a.-k.a.-f.o.-',0.14,True
Q6430706,critique,relation publique,l.a.-b.a.-f.o.-',0.33,True
Q330679,cantor,mentor,s.a.-d.a.-f.o.-',0.58,False
Q4391922,church choirmaster,archiviste,t.a.-l.a.-f.o.-',0.15,True
Q355493,musicien d'église,musicien,f.a.-b.a.-f.o.-',0.97,False
Q48282,étudiant ou étudiante,étudiant,d.a.-s.a.-f.o.-',0.97,False
Q48942,élève,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.16,True
Q214917,dramaturge,amant/e,b.a.-m.a.-f.o.-',0.18,True
Q822146,parolier ou parolière,partenaire,m.a.-d.a.-f.o.-',0.28,True
Q33999,acteur ou actrice,acteur,s.a.-b.a.-f.o.-',0.91,False
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q20739288,neurobiologiste,écologiste,l.a.-f.a.-f.o.-',0.74,False
Q16831721,éthologue,psychologue,s.a.-f.a.-f.o.-',0.67,False
Q110516696,member of the parliament of Sweden,mentor,s.a.-d.a.-f.o.-',0.24,True
Q41583,entraîneur sportif,entrepreneur,l.a.-d.a.-f.o.-',0.4,False
Q1278335,instrumentiste,activiste,b.a.-k.a.-f.o.-',0.25,True
Q1607826,éditeur ou éditrice,éditeur,t.a.-b.a.-f.o.-',0.93,False
Q17504998,historien du sport,transporteur,b.a.-l.a.-f.o.-',0.35,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q3249024,gouverneur,entrepreneur,l.a.-d.a.-f.o.-',0.31,True
Q2159907,criminel ou criminelle,ouvrier,m.a.-l.a.-f.o.-',0.13,True
Q1278335,instrumentiste,activiste,b.a.-k.a.-f.o.-',0.25,True
Q4773904,anthropologue,psychologue,s.a.-f.a.-f.o.-',0.56,False
Q5716684,danseur ou danseuse,précurseur,s.a.-n.a.-f.o.-',0.19,True
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q106674141,praepositus,guide spirituel,n.a.-n.a.-f.o.-',0.13,True
Q12737077,activité,activiste,b.a.-k.a.-f.o.-',0.74,False
Q56512863,participant,partenaire,m.a.-d.a.-f.o.-',0.39,True
Q1650915,chercheur ou chercheuse,archiviste,t.a.-l.a.-f.o.-',0.17,True
Q2306091,sociologue,psychologue,s.a.-f.a.-f.o.-',0.52,False
Q48072011,théoricien ou théoricienne du management,manager,l.a.-s.a.-f.o.-',0.5,False
Q212980,psychologue,psychologue,s.a.-f.a.-f.o.-',1.0,False
Q974144,éducateur ou éducatrice,éditeur,t.a.-b.a.-f.o.-',0.24,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q639669,musicien ou musicienne,musicien,f.a.-b.a.-f.o.-',0.98,False
Q177718,sideman,manager,l.a.-s.a.-f.o.-',0.15,True
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q15980158,auteur ou autrice de non-fiction,auteur,b.a.-b.a.-f.o.-',0.72,False
Q185351,juriste,secouriste,f.a.-l.a.-f.o.-',0.55,False
Q56352811,financial economist,travailleur social,f.a.-n.a.-f.o.-',0.29,True
Q48072011,théoricien ou théoricienne du management,manager,l.a.-s.a.-f.o.-',0.5,False
Q122657929,radio writer,éditeur,t.a.-b.a.-f.o.-',0.15,True
Q1930187,journaliste,journaliste,n.a.-b.a.-f.o.-',1.0,False
Q83307,ministre,ancêtre,t.a.-m.a.-f.o.-',0.33,True
Q189290,officier,officier,l.a.-k.a.-f.o.-',1.0,False
Q13015400,naval personnel,travailleur social,f.a.-n.a.-f.o.-',0.16,True
Q6817463,mental health counselor,mentor,s.a.-d.a.-f.o.-',0.53,False
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q326653,comptable,comptable,b.a.-t.a.-f.o.-',1.0,False
Q212980,psychologue,psychologue,s.a.-f.a.-f.o.-',1.0,False
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q16533,juge,juré,k.a.-n.a.-f.o.-',0.33,True
Q4504549,religieux,relation publique,l.a.-b.a.-f.o.-',0.24,True
Q30906402,cantor,mentor,s.a.-d.a.-f.o.-',0.58,False
Q2675537,professeur ou professeure de musique,investisseur,t.a.-d.a.-f.o.-',0.3,True
Q5322166,designer,agent de,d.a.-l.a.-f.o.-',0.18,True
Q15401884,chercheur médical,médiateur,m.a.-s.a.-f.o.-',0.51,False
Q101429521,affiliate professor,médiateur,m.a.-s.a.-f.o.-',0.2,True
Q67205775,piqueuse,relation publique,l.a.-b.a.-f.o.-',0.23,True
Q18931911,théoricien ou théoricienne,musicien,f.a.-b.a.-f.o.-',0.51,False
Q1251687,chef de mission diplomatique,diplomate,k.a.-s.a.-f.o.-',0.66,False
Q3310583,celebrity chef,guide spirituel,n.a.-n.a.-f.o.-',0.17,True
Q44508716,personnalité de l'audiovisuel,agent de,d.a.-l.a.-f.o.-',0.2,True
Q156839,cuisinier ou cuisinière,voisin,m.a.-k.a.-f.o.-',0.34,True
Q947873,animateur ou animatrice de télévision,réformateur,n.a.-k.a.-f.o.-',0.29,True
Q19364326,studio,étudiant,d.a.-s.a.-f.o.-',0.39,True
Q11396960,société de production,producteur,d.a.-b.a.-f.o.-',0.58,False
Q1762059,société de production de cinéma,producteur,d.a.-b.a.-f.o.-',0.5,False
Q110357230,television company,comptable,b.a.-t.a.-f.o.-',0.34,True
Q39631,médecin,médecin,n.a.-f.a.-f.o.-',1.0,False
Q3140963,personnel hospitalier,familier,m.a.-m.a.-f.o.-',0.32,True
Q69943983,health facility administrator,mentor,s.a.-d.a.-f.o.-',0.26,True
Q3529618,titre universitaire,publicitaire,b.a.-d.a.-f.o.-',0.51,False
Q64825398,retraité,traducteur,t.a.-s.a.-f.o.-',0.13,True
Q3014296,pilote de moto,agent de,d.a.-l.a.-f.o.-',0.37,True
Q105200214,clerc catholique,relation publique,l.a.-b.a.-f.o.-',0.38,True
Q106915299,membre de l'Opus Dei,agent de,d.a.-l.a.-f.o.-',0.39,True
Q7069642,membre numérique de l'Opus Dei,agent de,d.a.-l.a.-f.o.-',0.29,True
Q18216771,artiste vidéo,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q713200,artiste interprète,archiviste,t.a.-l.a.-f.o.-',0.33,True
Q11085831,interprète,inventeur,d.a.-d.a.-f.o.-',0.26,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q2101758,commissaire de police,policier,n.a.-l.a.-f.o.-',0.46,False
Q3391743,artiste visuel ou artiste visuelle,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q167987,Tai-chi-chuan,archiviste,t.a.-l.a.-f.o.-',0.16,True
Q570755,répartiteur de services d'urgence,éditeur,t.a.-b.a.-f.o.-',0.34,True
Q215627,personne,fonctionnaire,t.a.-k.a.-f.o.-',0.18,True
Q1650915,chercheur ou chercheuse,archiviste,t.a.-l.a.-f.o.-',0.17,True
Q201788,historien ou historienne,ouvrier,m.a.-l.a.-f.o.-',0.18,True
Q1774898,clinique,relation publique,l.a.-b.a.-f.o.-',0.31,True
Q327333,agence publique,relation publique,l.a.-b.a.-f.o.-',0.61,False
Q215536,commerçant,comptable,b.a.-t.a.-f.o.-',0.25,True
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q26481809,dirigeant sportif,transporteur,b.a.-l.a.-f.o.-',0.36,True
Q705996,gérant,enfant,d.a.-m.a.-f.o.-',0.26,True
Q43229,organisation,relation publique,l.a.-b.a.-f.o.-',0.46,False
Q978044,cadre dirigeant ou cadre dirigeante,enfant,d.a.-m.a.-f.o.-',0.13,True
Q1326886,ingénieur électricien,musicien,f.a.-b.a.-f.o.-',0.35,True
Q19100,capitaine,publicitaire,b.a.-d.a.-f.o.-',0.27,True
Q18536820,OF-2,officier,l.a.-k.a.-f.o.-',0.24,True
Q107283643,officier subalterne (Espagne),officier,l.a.-k.a.-f.o.-',0.97,False
Q56923,capitaine général,publicitaire,b.a.-d.a.-f.o.-',0.22,True
Q132050,gouverneur,entrepreneur,l.a.-d.a.-f.o.-',0.31,True
Q382844,gouverneur général,entrepreneur,l.a.-d.a.-f.o.-',0.26,True
Q1278335,instrumentiste,activiste,b.a.-k.a.-f.o.-',0.25,True
Q1072363,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q1639825,forgeron ou forgeronne,manager,l.a.-s.a.-f.o.-',0.13,True
Q15977971,travailleur du bois,travailleur social,f.a.-n.a.-f.o.-',0.8,False
Q11974939,professionnel ou professionnelle de la santé,procureur,b.a.-n.a.-f.o.-',0.21,True
Q901,scientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q987767,récipient,client,n.a.-d.a.-f.o.-',0.48,False
Q33394058,travailleur manuel,travailleur social,f.a.-n.a.-f.o.-',0.74,False
Q108289644,"hairdressers, beauticians and related workers",relation publique,l.a.-b.a.-f.o.-',0.32,True
Q713200,artiste interprète,archiviste,t.a.-l.a.-f.o.-',0.33,True
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q57199189,entraîneur de patinage artistique,entrepreneur,l.a.-d.a.-f.o.-',0.31,True
Q11569986,graveur ou graveuse d'estampes,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.2,True
Q3330547,chroniqueur,joueur,m.a.-b.a.-f.o.-',0.41,False
Q1072363,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q1072363,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q49757,poète ou poétesse,policier,n.a.-l.a.-f.o.-',0.16,True
Q381353,femme de lettres,agent de,d.a.-l.a.-f.o.-',0.36,True
Q1072363,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q1930187,journaliste,journaliste,n.a.-b.a.-f.o.-',1.0,False
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q2961975,chef ou cheffe d'entreprise,entrepreneur,l.a.-d.a.-f.o.-',0.57,False
Q1072363,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q28528178,raciste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q122143503,suprémaciste,activiste,b.a.-k.a.-f.o.-',0.29,True
Q122167190,Ethnic supremacist,technicien,f.a.-d.a.-f.o.-',0.23,True
Q600751,procureur ou procureure,procureur,b.a.-n.a.-f.o.-',0.98,False
Q112684029,Services juridiques de l'État,juré,k.a.-n.a.-f.o.-',0.25,True
Q15839134,écologue,écologiste,l.a.-f.a.-f.o.-',0.53,False
Q16831721,éthologue,psychologue,s.a.-f.a.-f.o.-',0.67,False
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q3328821,récit,réformateur,n.a.-k.a.-f.o.-',0.13,True
Q7725634,œuvre littéraire,notaire,m.a.-t.a.-f.o.-',0.39,True
Q182436,bibliothécaire,notaire,m.a.-t.a.-f.o.-',0.43,False
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q1265807,chercheur ou chercheuse en science de l'information,informaticien,s.a.-t.a.-f.o.-',0.57,False
Q901402,géographe,cartographe,l.a.-t.a.-f.o.-',0.7,False
Q84380764,joueur de jeu de plateau,joueur,m.a.-b.a.-f.o.-',0.69,False
Q169470,physicien ou physicienne,musicien,f.a.-b.a.-f.o.-',0.62,False
Q3055126,entomologiste,écologiste,l.a.-f.a.-f.o.-',0.69,False
Q4469127,pirate,diplomate,k.a.-s.a.-f.o.-',0.24,True
Q1184268,délinquant,enfant,d.a.-m.a.-f.o.-',0.22,True
Q897438,délinquant,enfant,d.a.-m.a.-f.o.-',0.22,True
Q1925963,artiste graphique,cartographe,l.a.-t.a.-f.o.-',0.29,True
Q130857,disc jockey,joueur,m.a.-b.a.-f.o.-',0.18,True
Q2722764,animateur ou animatrice de radio,réformateur,n.a.-k.a.-f.o.-',0.33,True
Q6138343,sculpteur sur bois,acteur,s.a.-b.a.-f.o.-',0.26,True
Q20891597,colonisateur,médiateur,m.a.-s.a.-f.o.-',0.28,True
Q10591707,escroc,procureur,b.a.-n.a.-f.o.-',0.23,True
Q471880,usurpation d'identité,relation publique,l.a.-b.a.-f.o.-',0.4,False
Q5193258,appropriation culturelle,relation publique,l.a.-b.a.-f.o.-',0.34,True
Q28813,fraude,agent de,d.a.-l.a.-f.o.-',0.17,True
Q7142648,Usurpation Raciale,relation publique,l.a.-b.a.-f.o.-',0.36,True
Q1413522,imposteur,acteur,s.a.-b.a.-f.o.-',0.37,True
Q1430956,charlatan,pharmacien,t.a.-f.a.-f.o.-',0.12,True
Q50995749,personnalité liée au sport,transporteur,b.a.-l.a.-f.o.-',0.29,True
Q2986228,commentateur sportif,spectateur,k.a.-b.a.-f.o.-',0.36,True
Q9200127,membre,mere,f.a.-m.a.-f.o.-',0.4,False
Q13311320,conseiller royal,consultant,f.a.-s.a.-f.o.-',0.32,True
Q3243461,collectionneur ou collectionneuse,fonctionnaire,t.a.-k.a.-f.o.-',0.37,True
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q806798,banquier,banquier,d.a.-t.a.-f.o.-',1.0,False
Q11974939,professionnel ou professionnelle de la santé,procureur,b.a.-n.a.-f.o.-',0.21,True
Q16529590,scientifique de l'environnement,agent de,d.a.-l.a.-f.o.-',0.34,True
Q5669847,professeur adjoint,investisseur,t.a.-d.a.-f.o.-',0.34,True
Q6625963,romancier ou romancière,policier,n.a.-l.a.-f.o.-',0.21,True
Q715301,auteur ou autrice de bande dessinée,auteur,b.a.-b.a.-f.o.-',0.72,False
Q3644587,hydrologue,psychologue,s.a.-f.a.-f.o.-',0.62,False
Q201788,historien ou historienne,ouvrier,m.a.-l.a.-f.o.-',0.18,True
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
