Terme_Wikidata,ID_Wikidata,Match_1_IEML,Score_1,Match_2_IEML,Score_2,Match_3_IEML,Score_3
consultant en médias,Q6805589,consultant,0.8522,médiateur,0.3366,enfant,0.1045
expert,Q381160,guerrier,0.0,traducteur,0.0,spectateur,0.0
immunologiste,Q12119633,écologiste,0.7881,activiste,0.2022,archiviste,0.1834
chef cuisinier ou chef cuisinière,Q3499072,voisin,0.3431,père,0.1752,ouvrier,0.1353
cadre dirigeant ou cadre dirigeante,Q978044,enfant,0.1253,aidant,0.124,diplomate,0.1182
clergé bouddhiste,Q70901436,activiste,0.3698,archiviste,0.3355,secouriste,0.3339
novice,Q1183487,notaire,0.1851,innovateur,0.1582,joueur,0.0
diacre occidental,Q105169456,diplomate,0.0954,médiateur,0.0914,étudiant,0.0859
clerc catholique romain,Q105200154,relation publique,0.3541,psychologue,0.0871,client,0.0703
diacre catholique,Q25393460,relation publique,0.3591,psychologue,0.0883,avocat,0.0671
Roman Catholic,Q7361618,policier,0.2431,avocat,0.0942,diplomate,0.077
auditeur comptable,Q3344190,comptable,0.8452,éditeur,0.3555,auteur,0.1323
professionnel ou professionnelle de la santé,Q11974939,procureur,0.2055,producteur,0.205,fonctionnaire,0.1898
other health professionals,Q108289390,procureur,0.2513,producteur,0.2507,journaliste,0.0894
membre,Q9200127,mere,0.3958,mentor,0.193,père,0.1415
distinction,Q618779,fonctionnaire,0.3966,relation publique,0.2351,activiste,0.0869
fonction,Q4164871,fonctionnaire,0.671,relation publique,0.197,fondateur,0.1348
clerc catholique,Q105200214,relation publique,0.376,psychologue,0.0925,client,0.0747
Roman Catholic,Q7361618,policier,0.2431,avocat,0.0942,diplomate,0.077
clerc chrétien,Q105200223,client,0.2207,musicien,0.2111,politicien,0.1882
catholique,Q17549077,relation publique,0.3908,psychologue,0.0961,avocat,0.073
clerc,Q2259532,client,0.2746,guerrier,0.0,traducteur,0.0
Aumônier militaire chrétien,Q105233013,publicitaire,0.392,notaire,0.3478,secrétaire,0.3259
prêtre catholique,Q250867,relation publique,0.321,ancêtre,0.296,psychologue,0.0789
zoologiste,Q350979,écologiste,0.7881,activiste,0.2022,archiviste,0.1834
militant ou militante,Q15253558,consultant,0.2383,familier,0.2326,enfant,0.0938
aumônier militaire protestant,Q105273673,publicitaire,0.3444,notaire,0.3056,secrétaire,0.2429
ministre du culte,Q1423891,adulte,0.3833,cultivateur / éleveur,0.2485,ancêtre,0.1529
écologue,Q15839134,écologiste,0.5256,psychologue,0.4607,guerrier,0.0431
juriste,Q185351,secouriste,0.5493,juré,0.2839,activiste,0.2205
ouléma,Q189459,ouvrier,0.2502,guerrier,0.0,législateur,0.0
inspecteur,Q27214348,inspecteur,1.0,lecteur,0.3709,spectateur,0.3292
producteur ou productrice artistique,Q47541952,producteur,0.8896,traducteur,0.2852,procureur,0.1439
fiduciaire,Q2047357,notaire,0.396,secrétaire,0.3147,partenaire,0.3115
officier,Q189290,officier,1.0,policier,0.3283,musicien,0.0891
journaliste,Q1930187,journaliste,1.0,secouriste,0.1649,activiste,0.1505
fashion writer,Q123688705,relation publique,0.18,familier,0.1328,éditeur,0.1092
agent du gouvernement,Q5589126,agent de,0.7779,client,0.2356,mentor,0.19
artiste de cirque,Q17307272,archiviste,0.2535,activiste,0.2161,agent de,0.2143
artiste de rue,Q2914170,archiviste,0.2893,activiste,0.2466,agent de,0.2445
ministre,Q83307,ancêtre,0.3254,père,0.0949,mere,0.0949
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
professeur ou professeure de musique,Q2675537,investisseur,0.2976,procureur,0.2124,musicien,0.2118
clarinettiste,Q118865,activiste,0.3339,archiviste,0.3029,secouriste,0.3015
écologue,Q15839134,écologiste,0.5256,psychologue,0.4607,guerrier,0.0431
historien ou historienne,Q201788,ouvrier,0.1787,musicien,0.1431,mentor,0.1408
adjudicator,Q2234405,mentor,0.3225,adulte,0.109,avocat,0.1054
arbitre,Q105425483,ancêtre,0.3044,archiviste,0.1137,père,0.0888
profession,Q28640,procureur,0.2381,producteur,0.2375,relation publique,0.1975
fonction,Q4164871,fonctionnaire,0.671,relation publique,0.197,fondateur,0.1348
domestique,Q54128,relation publique,0.3069,investisseur,0.1898,syndiqué,0.0622
manager,Q2462658,manager,1.0,agent de,0.0548,amant/e,0.0485
fonctionnaire,Q212238,fonctionnaire,1.0,partenaire,0.2162,notaire,0.1584
massothérapeute,Q6005272,auteur,0.1463,manager,0.1143,assureur,0.1128
médecin du sport,Q2577681,médecin,0.8462,transporteur,0.234,médiateur,0.1236
traducteur-interprète,Q1790480,traducteur,0.9448,producteur,0.3759,acteur,0.192
annotator,Q105842399,mentor,0.2633,notaire,0.2618,ancêtre,0.0801
polémiste,Q1642960,activiste,0.3222,archiviste,0.2923,secouriste,0.291
cardiologue,Q3264451,psychologue,0.5496,cartographe,0.1471,écologiste,0.1366
personnalité politique,Q82955,politicien,0.5083,policier,0.2419,relation publique,0.1787
personne physique,Q154954,relation publique,0.3299,syndiqué,0.0668,fonctionnaire,0.0648
étudiant ou étudiante,Q48282,étudiant,0.9707,enfant,0.0641,aidant,0.0635
étudiant en sciences,Q105467331,étudiant,0.9326,enfant,0.1301,musicien,0.1114
chroniqueur,Q3330547,joueur,0.4073,relation publique,0.1783,acteur,0.0837
journaliste,Q1930187,journaliste,1.0,secouriste,0.1649,activiste,0.1505
travailleur social,Q7019111,travailleur social,1.0,acteurs sociaux,0.2198,traducteur,0.1003
chirurgien ou chirurgienne,Q774306,musicien,0.1859,politicien,0.1657,technicien,0.1599
oto-rhino-laryngologiste,Q2854916,écologiste,0.7881,activiste,0.2022,archiviste,0.1834
regional archivist,Q121579936,archiviste,0.8407,activiste,0.2235,journaliste,0.0634
fonctionnaire,Q212238,fonctionnaire,1.0,partenaire,0.2162,notaire,0.1584
militaire,Q47064,publicitaire,0.465,notaire,0.4127,secrétaire,0.328
aviateur ou aviatrice,Q2095549,médiateur,0.4488,fondateur,0.1878,spectateur,0.1769
scientifique,Q901,relation publique,0.3032,client,0.1961,musicien,0.1323
économiste,Q188094,écologiste,0.4832,activiste,0.2853,archiviste,0.2588
politologue,Q1238570,psychologue,0.4618,politicien,0.3809,policier,0.273
mise en forme d'un matériau,Q1651044,informaticien,0.2592,réformateur,0.2542,manager,0.0892
procédé de fabrication,Q1408288,relation publique,0.3085,procureur,0.2844,agent de,0.1787
scientifique,Q901,relation publique,0.3032,client,0.1961,musicien,0.1323
chercheur ou chercheuse,Q1650915,archiviste,0.1748,ouvrier,0.1058,acteur,0.0897
professeur ou professeure d'université,Q1622272,investisseur,0.3578,procureur,0.2553,précurseur,0.2326
danseur ou danseuse,Q5716684,précurseur,0.1886,investisseur,0.1699,aidant,0.1262
parlementaire,Q486839,notaire,0.4379,partenaire,0.3947,secrétaire,0.3481
législateur ou législatrice,Q4175034,législateur,0.9643,médiateur,0.0803,fondateur,0.0796
fonds de placement,Q4201895,fondateur,0.3771,agent de,0.3669,mentor,0.1949
cycliste,Q2125610,journaliste,0.4562,activiste,0.2853,archiviste,0.2588
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
évêque orthodoxe,Q15283040,relation publique,0.2308,transporteur,0.0977,psychologue,0.079
éparque,Q18246606,relation publique,0.2055,époux,0.1331,partenaire,0.0936
religieux,Q4504549,relation publique,0.2441,époux,0.1249,acteurs sociaux,0.0792
comptable,Q326653,comptable,1.0,bénévole,0.0376,consultant,0.0343
cadre de direction dans l'éducation,Q108290311,relation publique,0.3574,fonctionnaire,0.2558,agent de,0.1247
directeur ou directrice,Q1162163,lecteur,0.4729,inspecteur,0.3673,acteur,0.2853
administrateur académique,Q21281706,relation publique,0.2649,acteur,0.2303,médiateur,0.2074
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
théologien ou théologienne,Q1234713,écologiste,0.4405,psychologue,0.181,musicien,0.1043
développeur ou développeuse,Q183888,défendeur,0.2444,ouvrier,0.1058,acteur,0.0897
défenseur,Q380075,défendeur,0.5504,précurseur,0.1649,enseignant,0.1584
musicien ou musicienne de musique classique,Q81729632,musicien,0.843,relation publique,0.164,politicien,0.1636
propriétaire de biens,Q12794619,secrétaire,0.4561,notaire,0.3735,publicitaire,0.274
bohémiste,Q71049101,activiste,0.4206,archiviste,0.3816,secouriste,0.3798
étudiant,Q2248623,étudiant,1.0,enfant,0.094,aidant,0.0931
ethnologue,Q1371378,psychologue,0.619,écologiste,0.1539,guerrier,0.0579
directeur ou directrice,Q1162163,lecteur,0.4729,inspecteur,0.3673,acteur,0.2853
espion ou espionne,Q9352089,fonctionnaire,0.1854,relation publique,0.1665,guide spirituel,0.0955
atmospheric scientist,Q17276189,client,0.2461,musicien,0.1661,politicien,0.148
chimiste,Q593644,archiviste,0.4339,activiste,0.3698,secouriste,0.3339
commentateur,Q106313281,spectateur,0.3967,médiateur,0.2101,fondateur,0.2081
ordinaire,Q1638918,partenaire,0.5009,fonctionnaire,0.4316,notaire,0.367
archiprêtre,Q1190552,archiviste,0.4917,ancêtre,0.337,père,0.0427
enquêteur de droit privé,Q3054575,agent de,0.2963,acteur,0.2019,producteur,0.191
détective,Q842782,activiste,0.2618,défendeur,0.096,lecteur,0.0925
auteur ou autrice culinaire,Q11500768,auteur,0.7679,partenaire,0.2248,fonctionnaire,0.1937
historien ou historienne du culturel,Q15462162,cultivateur / éleveur,0.1893,ouvrier,0.1408,musicien,0.1127
délinquant,Q1184268,enfant,0.2209,aidant,0.2187,étudiant,0.1827
thérapeute alternatif,Q29881694,adulte,0.1558,auteur,0.1232,allié,0.115
travailleur qualifié ou travailleuse qualifiée,Q2588761,travailleur social,0.7801,traducteur,0.1122,transporteur,0.0938
fidèle,Q3071477,bénévole,0.2003,comptable,0.1879,guerrier,0.0
groupe religieux,Q111252415,relation publique,0.2441,époux,0.1249,acteurs sociaux,0.0792
théiste,Q99521706,activiste,0.4206,archiviste,0.3816,secouriste,0.3798
personne,Q215627,fonctionnaire,0.1774,guerrier,0.0,traducteur,0.0
förtroendeman,Q10501673,vendeur,0.3672,défendeur,0.3058,manager,0.1104
lay judge,Q877944,juré,0.3333,traducteur,0.0,spectateur,0.0
stratège,Q7621877,traducteur,0.1952,transporteur,0.1633,travailleur social,0.1348
poète ou poétesse,Q49757,policier,0.1566,politicien,0.1356,pourvoyeur,0.1289
ministre,Q83307,ancêtre,0.3254,père,0.0949,mere,0.0949
activité,Q12737077,activiste,0.7447,acteur,0.2396,acteurs sociaux,0.1239
Bandit,Q16144978,banquier,0.3041,éditeur,0.1226,syndiqué,0.098
vitrier,Q664283,ouvrier,0.4986,guerrier,0.4615,policier,0.1831
constructeur naval,Q2106711,traducteur,0.349,producteur,0.3456,consultant,0.3181
manufacturing labourers not elsewhere classified,Q108290772,notaire,0.2374,mere,0.224,manager,0.1793
sculpteur ou sculptrice,Q1281618,cultivateur / éleveur,0.2503,acteur,0.2065,auteur,0.178
éditeur ou éditrice,Q1607826,éditeur,0.9304,médiateur,0.1344,acteur,0.0931
développement de logiciel,Q638608,agent de,0.3545,mentor,0.1883,écologiste,0.1608
auteur ou autrice,Q482980,auteur,0.9201,acteur,0.116,lecteur,0.0955
artiste des nouveaux médias,Q7016454,médiateur,0.4393,archiviste,0.2024,activiste,0.1725
artiste numérique,Q11079476,archiviste,0.264,relation publique,0.2618,activiste,0.225
artiste numérique,Q11079476,archiviste,0.264,relation publique,0.2618,activiste,0.225
rôle social,Q214339,travailleur social,0.5589,acteurs sociaux,0.3604,bénévole,0.0487
rich,Q106804044,guerrier,0.0,traducteur,0.0,spectateur,0.0
conseiller municipal,Q20748648,consultant,0.2844,travailleur social,0.1541,enseignant,0.1502
artiste vidéo,Q18216771,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
artiste d'installations,Q18074503,relation publique,0.3123,archiviste,0.2183,activiste,0.1861
clinicien ou clinicienne,Q5133860,technicien,0.4729,musicien,0.3201,client,0.3074
pharmacologue,Q2114605,pharmacien,0.5555,psychologue,0.386,écologiste,0.2108
conservateur ou conservatrice de musée,Q674426,consultant,0.3592,innovateur,0.2162,cultivateur / éleveur,0.1659
conservateur-restaurateur ou conservatrice-restauratrice,Q446966,consultant,0.3401,innovateur,0.2775,cultivateur / éleveur,0.2126
naturaliste préparateur,Q12774499,journaliste,0.4548,activiste,0.1938,médiateur,0.1766
chanteur ou chanteuse,Q177220,inventeur,0.4251,acteur,0.1658,auteur,0.143
directeur ou directrice,Q1072363,lecteur,0.4729,inspecteur,0.3673,acteur,0.2853
ressources humaines,Q5467169,relation publique,0.1212,secouriste,0.1139,pourvoyeur,0.1137
historien ou historienne,Q201788,ouvrier,0.1787,musicien,0.1431,mentor,0.1408
ingénieur logiciel,Q1709010,écologiste,0.2281,informaticien,0.1516,policier,0.1504
acteur de film muet,Q26262117,acteur,0.8183,acteurs sociaux,0.3854,lecteur,0.2671
artiste de concept,Q28107590,archiviste,0.2535,activiste,0.2161,agent de,0.2143
soldat,Q4991371,avocat,0.1563,fondateur,0.145,acteurs sociaux,0.0818
étudiant,Q2248623,étudiant,1.0,enfant,0.094,aidant,0.0931
professeur de langues,Q30002353,investisseur,0.3257,précurseur,0.2268,agent de,0.2207
activité,Q12737077,activiste,0.7447,acteur,0.2396,acteurs sociaux,0.1239
ingénieur ou ingénieure,Q81096,inventeur,0.1874,inspecteur,0.1802,innovateur,0.1759
directeur ou directrice,Q1072363,lecteur,0.4729,inspecteur,0.3673,acteur,0.2853
chargé ou chargée de cours,Q1569495,agent de,0.2041,secouriste,0.1487,acteurs sociaux,0.1394
designer,Q5322166,agent de,0.179,infirmier / soignant,0.1351,enseignant,0.1131
relieur ou relieuse,Q1413170,relation publique,0.2324,client,0.1115,familier,0.0925
poète ou poétesse,Q49757,policier,0.1566,politicien,0.1356,pourvoyeur,0.1289
forgeron ou forgeronne,Q1639825,manager,0.1306,fonctionnaire,0.1281,fondateur,0.1082
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
militant ou militante politique,Q11499147,politicien,0.3756,consultant,0.1885,familier,0.1841
médecin,Q39631,médecin,1.0,médiateur,0.146,voisin,0.0457
journaliste,Q1930187,journaliste,1.0,secouriste,0.1649,activiste,0.1505
archiviste,Q635734,archiviste,1.0,activiste,0.3964,secouriste,0.1449
informaticien ou informaticienne,Q82594,informaticien,0.9882,réformateur,0.2947,politicien,0.2734
haut fonctionnaire ou haute fonctionnaire,Q599151,fonctionnaire,0.9719,partenaire,0.2101,notaire,0.1539
embetsperson,Q61021680,inspecteur,0.1414,spectateur,0.1391,relation publique,0.1176
critique,Q6430706,relation publique,0.3263,politicien,0.078,syndiqué,0.0661
cantor,Q330679,mentor,0.5769,cartographe,0.0674,enfant,0.0501
church choirmaster,Q4391922,archiviste,0.1501,infirmier / soignant,0.1056,psychologue,0.0847
musicien d'église,Q355493,musicien,0.9719,politicien,0.256,technicien,0.2471
étudiant ou étudiante,Q48282,étudiant,0.9707,enfant,0.0641,aidant,0.0635
élève,Q48942,cultivateur / éleveur,0.1569,législateur,0.0,diplomate,0.0
dramaturge,Q214917,amant/e,0.1827,réformateur,0.1179,diplomate,0.1168
parolier ou parolière,Q822146,partenaire,0.2779,familier,0.2043,père,0.1667
acteur ou actrice,Q33999,acteur,0.9123,acteurs sociaux,0.4389,activiste,0.2541
chanteur ou chanteuse,Q177220,inventeur,0.4251,acteur,0.1658,auteur,0.143
neurobiologiste,Q20739288,écologiste,0.7353,activiste,0.1886,archiviste,0.1712
éthologue,Q16831721,psychologue,0.6737,écologiste,0.132,étudiant,0.0584
member of the parliament of Sweden,Q110516696,mentor,0.2448,partenaire,0.1677,officier,0.1599
entraîneur sportif,Q41583,entrepreneur,0.4025,transporteur,0.3451,spectateur,0.0793
instrumentiste,Q1278335,activiste,0.2515,archiviste,0.2281,secouriste,0.2271
éditeur ou éditrice,Q1607826,éditeur,0.9304,médiateur,0.1344,acteur,0.0931
historien du sport,Q17504998,transporteur,0.3472,musicien,0.1223,politicien,0.109
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
gouverneur,Q3249024,entrepreneur,0.3073,ouvrier,0.1168,acteur,0.099
criminel ou criminelle,Q2159907,ouvrier,0.1278,bénévole,0.0935,comptable,0.0877
instrumentiste,Q1278335,activiste,0.2515,archiviste,0.2281,secouriste,0.2271
anthropologue,Q4773904,psychologue,0.563,écologiste,0.1399,ancêtre,0.0654
danseur ou danseuse,Q5716684,précurseur,0.1886,investisseur,0.1699,aidant,0.1262
chanteur ou chanteuse,Q177220,inventeur,0.4251,acteur,0.1658,auteur,0.143
praepositus,Q106674141,guide spirituel,0.1277,procureur,0.1257,producteur,0.1254
activité,Q12737077,activiste,0.7447,acteur,0.2396,acteurs sociaux,0.1239
participant,Q56512863,partenaire,0.3896,politicien,0.152,enfant,0.1341
chercheur ou chercheuse,Q1650915,archiviste,0.1748,ouvrier,0.1058,acteur,0.0897
sociologue,Q2306091,psychologue,0.5177,acteurs sociaux,0.2227,travailleur social,0.1896
théoricien ou théoricienne du management,Q48072011,manager,0.502,musicien,0.3603,politicien,0.3211
psychologue,Q212980,psychologue,1.0,écologiste,0.0952,guerrier,0.0358
éducateur ou éducatrice,Q974144,éditeur,0.2431,traducteur,0.1835,producteur,0.1817
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
musicien ou musicienne,Q639669,musicien,0.9799,politicien,0.2255,technicien,0.2176
sideman,Q177718,manager,0.149,amant/e,0.1482,guide spirituel,0.1239
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
auteur ou autrice de non-fiction,Q15980158,auteur,0.7176,fonctionnaire,0.1634,relation publique,0.1513
juriste,Q185351,secouriste,0.5493,juré,0.2839,activiste,0.2205
financial economist,Q56352811,travailleur social,0.2878,secouriste,0.102,ancêtre,0.0751
théoricien ou théoricienne du management,Q48072011,manager,0.502,musicien,0.3603,politicien,0.3211
radio writer,Q122657929,éditeur,0.1473,traducteur,0.1229,guide spirituel,0.0902
journaliste,Q1930187,journaliste,1.0,secouriste,0.1649,activiste,0.1505
ministre,Q83307,ancêtre,0.3254,père,0.0949,mere,0.0949
officier,Q189290,officier,1.0,policier,0.3283,musicien,0.0891
naval personnel,Q13015400,travailleur social,0.158,fonctionnaire,0.0887,guide spirituel,0.0839
mental health counselor,Q6817463,mentor,0.5281,mere,0.0906,secouriste,0.0642
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
comptable,Q326653,comptable,1.0,bénévole,0.0376,consultant,0.0343
psychologue,Q212980,psychologue,1.0,écologiste,0.0952,guerrier,0.0358
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
juge,Q16533,juré,0.3333,traducteur,0.0,spectateur,0.0
religieux,Q4504549,relation publique,0.2441,époux,0.1249,acteurs sociaux,0.0792
cantor,Q30906402,mentor,0.5769,cartographe,0.0674,enfant,0.0501
professeur ou professeure de musique,Q2675537,investisseur,0.2976,procureur,0.2124,musicien,0.2118
designer,Q5322166,agent de,0.179,infirmier / soignant,0.1351,enseignant,0.1131
chercheur médical,Q15401884,médiateur,0.5094,médecin,0.2144,éditeur,0.139
affiliate professor,Q101429521,médiateur,0.1951,procureur,0.1783,producteur,0.1779
piqueuse,Q67205775,relation publique,0.2308,joueur,0.1468,syndiqué,0.0935
théoricien ou théoricienne,Q18931911,musicien,0.5062,politicien,0.4511,technicien,0.4353
chef de mission diplomatique,Q1251687,diplomate,0.6617,relation publique,0.2636,agent de,0.1363
